"Monitor LCD 32"" Samsung LC32H711QEIXCI White, Curved, VA, 60Hz, 2560×1440, 300cd/m2, 4ms, HDMI",34881 Сом
"Монитор SAMSUNG LC32H711QEIXCI 32"", Изогнутый Белый, частота: 60Гц, матрица VA с разрешением 2560×1440, отношением сторон 16:9, яркостью 300кд/м2, временем отклика (GTG) 4мс, HDMI",34881 Сом
"ASUS 27"" VG279QM IPS 1ms/100000000:1 400kd/m2 178/178 1920x1080 FHD 280Hrz 2xHDMI,DP",35561 Сом
".LG 34"" 34UC79G CURVED IPS LED 5ms/5000000:1/178/178/2560x1080 UltraWide 144Hrz,HDMIx2,DP,USB",36316 Сом
"ASUS 32"" VG32VQ CURVED TFT VA 4ms/100000000:1 400kd/m2 178/178 2560x1440 144Hrz USB-Hub,HDMI,DP",36618 Сом
"Монитор LG 27"" 27UD58-B, 4K UHD 3840x2160 (16:9), 60Hz, IPS, 10bit(8bit + A-FRC), Anti-Glare, 1000:1 (5000000:1), 178°/178°, 250 cd/m2, 5ms, HDMI 2.0 x2, DisplayPort 1.2, Audio out, Регулировка наклона 17°, AMD FreeSync, Flicker-Safe, Black",36769 Сом
"BenQ 32"" EX3200R CURVED TFT VA 4ms/200000000:1 300kd/m2 178/178 FHD 144Hrz mDP, DP, HDMI",36995 Сом
"Monitor LCD 27"", Acer VG270Kbmiipx IPS,3840x2160 Radeon™FreeSync4,178°, 178°, 2xHDMI,DP,1ms (VRB), 300cd㎡, HDR Ready,1000:1, Low Blue Light, 4W Speakers",37524 Сом
"BenQ 32"" EX3203R CURVED TFT VA 4ms/200000000:1 400kd/m2 178/178 2560x1440 144Hrz USB, DP, HDMI",38203 Сом
"ASUS 32"" XG32VQ CURVED TFT VA 4ms/100000000:1 300kd/m2 178/178 2560x1440 144Hrz USB-Hub,HDMI,DP,mDP",40695 Сом
"ASUS 27"" MG279Q GAMING TFT IPS 4ms/100000000:1 350kd/m2 178/178 2560x1440 144Hrz HDMI,DP,mDP",41827 Сом
